text,clean_text,Cluster,CategoriaAutomatica,CategoriaN1,CategoriaN2,CategoriaN3
SET OF 16 VINTAGE RED CUTLERY,set vintage red cutlery,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 16 VINTAGE ROSE CUTLERY,set vintage rose cutlery,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 16 VINTAGE SKY BLUE CUTLERY,set vintage sky blue cutlery,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 CERAMIC CHRISTMAS REINDEER,set ceramic christmas reindeer,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 CERAMIC CHRISTMAS TREES,set ceramic christmas trees,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 CERAMIC PAINTED HEARTS,set ceramic painted hearts,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,set christmas decoupage candle,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 ROUND TINS CAMEMBERT,set round tins camembert,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 ROUND TINS DUTCH CHEESE,set round tins dutch cheese,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 TEA TOWELS APPLE AND PEARS,set tea towels apple pears,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 TEA TOWELS PING MICROWAVE,set tea towels ping microwave,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 TINS JARDIN DE PROVENCE,set tins jardin de provence,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 TINS VINTAGE BATHROOM,set tins vintage bathroom,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 TRAYS HOME SWEET HOME,set trays home sweet home,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 2 WOODEN MARKET CRATES,set wooden market crates,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 20 KIDS COOKIE CUTTERS,set kids cookie cutters,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 20 VINTAGE CHRISTMAS NAPKINS,set vintage christmas napkins,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 BABUSHKA STACKING TINS,set babushka stacking tins,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 BIRD LIGHT PINK FEATHER,set bird light pink feather,2,"pink, polkadot, flower, flock, cover",Home Decor,Floral & Craft Decor,Pink Polkadot Floral
SET OF 3 BLACK FLYING DUCKS,set black flying ducks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 BUTTERFLY COOKIE CUTTERS,set butterfly cookie cutters,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 CAKE TINS PANTRY DESIGN,set cake tins pantry design,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 CAKE TINS SKETCHBOOK,set cake tins sketchbook,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 COLOURED  FLYING DUCKS,set coloured flying ducks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 CONEY ISLAND OVAL BOXES,set coney island oval boxes,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 GOLD FLYING DUCKS,set gold flying ducks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 HANGING OWLS OLLIE BEAK,set hanging owls ollie beak,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 HEART COOKIE CUTTERS,set heart cookie cutters,1,"heart, decoration, love, hanging, small",Home Decor,Romantic Decor,Hanging Heart
SET OF 3 MINI HANGING PORTRAITS,set mini hanging portraits,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 NOTEBOOKS IN PARCEL,set notebooks parcel,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 PANTRY WOODEN SPOONS,set pantry wooden spoons,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 PINK FLYING DUCKS,set pink flying ducks,2,"pink, polkadot, flower, flock, cover",Home Decor,Floral & Craft Decor,Pink Polkadot Floral
SET OF 3 REGENCY CAKE TINS,set regency cake tins,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 WOODEN HEART DECORATIONS,set wooden heart decorations,1,"heart, decoration, love, hanging, small",Home Decor,Romantic Decor,Hanging Heart
SET OF 3 WOODEN SLEIGH DECORATIONS,set wooden sleigh decorations,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 WOODEN STOCKING DECORATION,set wooden stocking decoration,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 3 WOODEN TREE DECORATIONS,set wooden tree decorations,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 DINOSAUR PAPER DOILIES,set dinosaur paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 DOILIES PANTRY DESIGN,set doilies pantry design,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 DOILIES SPACEBOY DESIGN,set doilies spaceboy design,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 DOLLY GIRL PAPER DOILIES,set dolly girl paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 MUSHROOM PAPER DOILIES,set mushroom paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 PAISLEY FLOWER DOILIES,set paisley flower doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 PANTRY PAPER DOILIES,set pantry paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 SPACEBOY PAPER DOILIES,set spaceboy paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 TEATIME PAPER DOILIES,set teatime paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 36 VINTAGE CHRISTMAS DOILIES,set vintage christmas doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 BLACK LOVEBIRD COASTERS,set black lovebird coasters,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 CAROUSEL PLACEMATS,set carousel placemats,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 DIAMOND NAPKIN RINGS,set diamond napkin rings,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 ENGLISH ROSE COASTERS,set english rose coasters,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 ENGLISH ROSE PLACEMATS,set english rose placemats,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 FAIRY CAKE PLACEMATS,set fairy cake placemats,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 GREEN CAROUSEL COASTERS,set green carousel coasters,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 JAM JAR MAGNETS,set jam jar magnets,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS  DOILEY,set knick knack tins doiley,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS DOILEY,set knick knack tins doiley,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS DOILY,set knick knack tins doily,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS LEAF,set knick knack tins leaf,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS LEAVES,set knick knack tins leaves,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS LONDON,set knick knack tins london,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 KNICK KNACK TINS POPPIES,set knick knack tins poppies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS 3 KEYS,set napkin charms keys,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS CROWNS,set napkin charms crowns,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS CUTLERY,set napkin charms cutlery,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS HEARTS,set napkin charms hearts,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS INSTRUMENT,set napkin charms instrument,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS LEAVES,set napkin charms leaves,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 NAPKIN CHARMS STARS,set napkin charms stars,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 PANTRY JELLY MOULDS,set pantry jelly moulds,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 PISTACHIO LOVEBIRD COASTER,set pistachio lovebird coaster,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 POLKADOT COASTERS,set polkadot coasters,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 POLKADOT PLACEMATS,set polkadot placemats,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 ROSE BOTANICAL CANDLES,set rose botanical candles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 4 SANTA PLACE SETTINGS,set santa place settings,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 5 LUCKY CAT MAGNETS,set lucky cat magnets,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 5 MINI GROCERY MAGNETS,set mini grocery magnets,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 5 PANCAKE DAY MAGNETS,set pancake day magnets,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 3D KIT CARDS FOR KIDS,set kit cards kids,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 CAKE CHOPSTICKS,set cake chopsticks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 EASTER RAINBOW CHICKS,set easter rainbow chicks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 FUNKY BEAKERS,set funky beakers,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 GIRLS CELEBRATION CANDLES,set girls celebration candles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 HALLOWEEN GHOST T-LIGHTS,set halloween ghost lights,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 HEART CHOPSTICKS,set heart chopsticks,1,"heart, decoration, love, hanging, small",Home Decor,Romantic Decor,Hanging Heart
SET OF 6 HERB TINS SKETCHBOOK,set herb tins sketchbook,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 ICE CREAM SKITTLES,set ice cream skittles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 KASHMIR FOLKART BAUBLES,set kashmir folkart baubles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 NATIVITY MAGNETS,set nativity magnets,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 RIBBONS COUNTRY STYLE,set ribbons country style,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 RIBBONS PARTY,set ribbons party,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 RIBBONS PERFECTLY PRETTY,set ribbons perfectly pretty,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 RIBBONS VINTAGE CHRISTMAS,set ribbons vintage christmas,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 SNACK LOAF BAKING CASES,set snack loaf baking cases,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 SOLDIER SKITTLES,set soldier skittles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 SPICE TINS PANTRY DESIGN,set spice tins pantry design,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 STRAWBERRY CHOPSTICKS,set strawberry chopsticks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 TEA TIME BAKING CASES,set tea time baking cases,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 T-LIGHTS CACTI,set lights cacti,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 T-LIGHTS EASTER CHICKS,set lights easter chicks,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 T-LIGHTS SANTA,set lights santa,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 T-LIGHTS SNOWMEN,set lights snowmen,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 T-LIGHTS TOADSTOOLS,set lights toadstools,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 T-LIGHTS WEDDING CAKE,set lights wedding cake,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 6 VINTAGE NOTELETS KIT,set vintage notelets kit,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 60 I LOVE LONDON CAKE CASES,set love london cake cases,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 60 PANTRY DESIGN CAKE CASES,set pantry design cake cases,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 60 VINTAGE LEAF CAKE CASES,set vintage leaf cake cases,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 72 GREEN PAPER DOILIES,set green paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 72 PINK HEART PAPER DOILIES,set pink heart paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 72 RETROSPOT PAPER  DOILIES,set retrospot paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 72 SKULL PAPER  DOILIES,set skull paper doilies,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 9 BLACK SKULL BALLOONS,set black skull balloons,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF 9 HEART SHAPED BALLOONS,set heart shaped balloons,1,"heart, decoration, love, hanging, small",Home Decor,Romantic Decor,Hanging Heart
SET OF PICTURE FRAME  STICKERS,set picture frame stickers,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF SALT AND PEPPER TOADSTOOLS,set salt pepper toadstools,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF SKULL WALL STICKERS,set skull wall stickers,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF TEA COFFEE SUGAR TINS PANTRY,set tea coffee sugar tins pantry,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET OF THREE VINTAGE GIFT WRAPS,set three vintage gift wraps,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET/10 BLUE POLKADOT PARTY CANDLES,set blue polkadot party candles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET/10 IVORY POLKADOT PARTY CANDLES,set ivory polkadot party candles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET/10 PINK POLKADOT PARTY CANDLES,set pink polkadot party candles,2,"pink, polkadot, flower, flock, cover",Home Decor,Floral & Craft Decor,Pink Polkadot Floral
SET/10 RED POLKADOT PARTY CANDLES,set red polkadot party candles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET/12 FUNKY FELT FLOWER PEG IN BAG,set funky felt flower peg bag,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET/12 TAPER CANDLES,set taper candles,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
SET/2 RED RETROSPOT TEA TOWELS,set red retrospot tea towels,0,"red, box, retrospot, vintage, small",Gifts & Packaging,Gift Boxes,Vintage Small Box
SET/20 FRUIT SALAD PAPER NAPKINS,set fruit salad paper napkins,5,"set, cards, lights, paper, vintage",Party & Events,Party Sets,Vintage Cards & Lights
